comments_count,attitudes_count,reposts_count,region_name,screen_name,topic_struct,content
1,0,0,北京,球场摊手怪,皇马夺得欧冠冠军,皇马夺得欧冠冠军多特蒙德0比2皇马 自古忠孝两难全，看你想追求的是什么； 罗伊斯选择了忠诚，在多特蒙德12年，巅峰期没去顶级豪门，把冠军和个人荣誉看的也就没那么高，能在最后一年再踢一次欧冠决赛，对于他自己而言虽不圆满，但已满足； 反观姆8，目的明确，先利后名；跟巴黎6年先把提前退
645,5744,50,广东,明星娱乐新闻,汪小菲好宠Mandy,汪小菲好宠Mandy网友偶遇汪小菲夫妇挽手逛街，细看mandy换新爱马仕啦！汪小菲真的好宠妻子呢，希望两位长长久久呀鼓掌
197,1563,139,,新华社,孙颖莎4比2陈梦,孙颖莎4比2陈梦【孙颖莎王曼昱会师决赛】6月2日，在世界乒乓球职业大联盟（WTT）重庆冠军赛女单比赛中，孙颖莎 以4比2战胜陈梦乒乓球 ，与此前晋级的王曼昱 会师决赛。祝贺！孙颖莎vs陈梦（记者：唐奕 黄伟 张子彧）
86,947,246,江苏,烊疯,易烊千玺做引体向上,易烊千玺做引体向上易烊千玺六一营业 事情是这样的，你听我说，瘦是瘦，肌肉是肌肉
86,732,249,浙江,北斗星空-美工,张杰给歌迷准备无人机惊喜,张杰超话张杰给歌迷准备无人机惊喜 【无人机图片汇总】 耳朵听了 眼睛看了 美了美了色 Ps：有遗漏可补充
273,8731,472,北京,痴史,0,对于小孩来说，这很难了。但对于我来说，这简直是极限运动！
43,1832,62,河南,弥夏夜,0,小朋友儿童节快乐杨幂
155,10880,620,北京,京城红某人,0,学到了新知识，完全没往隔离色这个方向想过哎！
251,2208,167,福建,Dear迪丽热巴网宣组,迪丽热巴微博生日惊喜,快乐不分大小 ，祝巴巴酱Dear迪丽热巴 还有全体爱丽丝们六一儿童节快乐ᴗ 迪丽热巴微博生日惊喜dlrb迪丽热巴0603生日快乐
1828,7057,2883,广东,邓恩熙,不管几岁快乐万岁,翻翻相册，小小熙祝大家儿童节快乐不管几岁快乐万岁
302,1306,321,,手艺人大会,杜华说实力比语言更重要,杜华说实力比语言更重要手艺人大会挑战20分钟接力化妆乐华娱乐杜华 得知手艺人高康健神笔马康KK 凭借黑天鹅妆位列第一名时，鼓励他“语言并没有那么重要，因为在实力面前，语言显得很苍白。”手艺人大会
70,2610,42,,河北长城网,肖战重庆,肖战重庆【惊艳！这不是游戏CG是中国古建之美】近日，重庆鸿恩阁因其古典的造型和绝美的夜景火爆出圈。鸿恩阁恢弘大气，与现代城市交相辉映，形成强烈的反差感。伴随X玖少年团肖战DAYTOY 的歌声，一起30秒看鸿恩阁古典与现代反差感拉满！肖战超话
61,1432,62,浙江,合法暴富小胸针,朱一龙连续2年提名导协年度男演员,本来觉得谁这么牛逼啊，能连续2年提名导协年度男演员，一看主语，哦，是—— 朱！一！龙！ 那没事了，他就是很会演戏啊，中国电影圈里最有演技的那撮人里最年轻的，又有事业心，每年持续输出好作品，提名是应该的可怜可怜 朱一龙连续2年提名导协年度男演员
110,986,54,上海,星姐微博,虞书欣CHA了YG新女团的歌,虞书欣CHA了YG新女团的歌 来看虞书欣舞蹈小合集（19分钟），多跳爱看 期待新剧《永夜星河嘘，国王在冬眠》 星姐微博
174,8848,88,山东,贺顿的太妃糖,古偶 上桌,古偶 上桌是的是的，我们是本次入围最佳女主角名单里最年轻的演员，90花，带古偶上桌了，只要演技好，大家都有机会，别拿古偶不当干粮，场场无实物表演考验功底，拿演技角分高下，纯原声现场收音，台词功底摆在这了，不服的来比比，懂不懂同期声是个什么概念？杨紫就是这么有底气，不是所有古偶都叫
28,658,80,北京,Kalopsia__,wtt重庆冠军赛2024,谁懂 王楚钦___ wtt重庆冠军赛2024
1103,15230,252,浙江,方可frank,心动瞬间,迪丽热巴超话 今日份热巴 心动瞬间 发型：方可
60,946,198,中国香港,小狗冰室,ENHYPEN舞蹈接力,又要犯可爱侵略症了ㅠㅠ 太乖巧 ENHYPEN舞蹈接力
213,4242,108,广东,王牌星探,薛之谦演唱会背过身吸氧,薛之谦演唱会背过身吸氧 薛之谦西宁演唱会舞台上高反，背过身吸氧，难受也不想给粉丝看到，太辛苦了，一定好好休息哦（视频cr薛之谦别过来你蠢到我了）
254,630,210,四川,鲜娱君,王冰冰被送的花惊掉下巴,王冰冰被送的花惊掉下巴 月亮姐姐 主持六一特别节目花朵音乐节 ，现场分别给尼格买提不著名主持人杨帆 王冰冰吃花椒的喵酱 送上相对应的花花，没想到几位看到花之后都惊掉下巴，都会是什么样的花呢？6月1日1200 6月2日1706央视少儿“花朵音乐节”见！少儿频道六一48小时童心接力
1245,15713,1247,北京,刘同,0,新书出版在即，昨天在北京做了一个小型的读者提前阅读会。 活动来了15位读者。每位读者都会随机阅读大概110新书的文字，然后我们就进行一对一的聊天。 这个想法是我提出来的。我很想知道看了我那么多年文字的读者，是谁，他们在做什么，想问我什么。 他们有的刚裸辞、有的是自闭症儿童的老师、有媒体
308,4561,102,浙江,HA药酒,0,敖敖待捕超话有个小朋友感觉又被欺负了૮ 𖥦 აᐝ
203,5631,655,浙江,每日一狗,0,狗子每天都要和主人确认自己是个宝宝，它好像真的在学人话耶！憧憬
2,49,4,,封面新闻,余承东首次直播智驾问界新M7Ultra,今日，余承东首次直播智驾问界新M7Ultra，并亲自接送用户前往交付中心，为刚刚上市的问界新M7 Ultra开启首批车主规模交付。据悉，问界新M7 Ultra上市即上量，上量即海量，发布24小时内大定已突破12000台，首月交付量预计将达到20000台。
1135,2167,33,,猫眼电影,2024端午档预售票房破8000万,2024端午档预售票房破8000万 据猫眼专业版数据，截至6月2日20时22分，2024年端午档预售总票房突破8000万！《谈判专家》《扫黑·决不放弃》《我才不要和你做朋友呢》分列预售榜前三位
0,2,0,,北京日报都视频,山东华丰煤矿透水事故8人被困,【山东华丰煤矿透水事故8人被困最快明天上午可打通应急通道】6月1日，山东能源华丰煤矿发生突水事故，造成8名矿工被困。2日下午，总台记者在事故现场获悉，矿工被困深度不到600米。救援最大难度是有泥沙排水慢，最快明天上午可打通应急通道。（央视新闻）都视频
301,1301,319,,手艺人大会,化妆比赛要注重创意还是颜值,化妆比赛要注重创意还是颜值手艺人大会挑战20分钟接力化妆面对“黑天鹅妆”考题，被票选为“最具争议手艺人”的化妆师们在创作过程中，不约而同地选择减少个人创意，化出更加迎合大众审美的作品，然而却被美妆大拿点评“缺少一股向外冲的劲”、“没有很夺目的感觉”，大家认为在化妆比赛中，自成一
838,6500,2591,上海,KILIG·M丨马嘉祺,时代少年团中式刺绣西装,马嘉祺超话 时代少年团中式刺绣西装 2024531 智族GQ创意大赏 时代少年团队长马嘉祺
534,3032,1231,山西,芒果捞巨星,起猛了看见了两个周杰伦,起猛了看见了两个周杰伦 哎呦，不错哦这是真的吗……哈哈哈我还真以为我看见了两个周杰伦站在哪！！谁知道只是单纯的长得像而已。 ？真的太意外了 哈哈
443,2913,22,北京,清松排球,中国女排0比3意大利女排,都能啊看出来的问题，为什么就看不出来呢！！ 蔡斌蔡指导啊！醒醒啊！醒醒啊！ 再睡下去奥运都飞了融化融化 中国女排0比3意大利女排蔡斌
12,438,4,,新浪新闻,茅台冰淇淋多家门店暂停营业,茅台冰淇淋多家门店暂停营业据每日经济新闻：作为高端冰淇淋的代表，茅台冰淇淋如今的境遇似乎并不好。2022年7月，贵州茅台推出茅台冰淇淋，刚上市时价格超过50元。贵州茅台推出茅台冰淇淋背后，是想推动茅台酒成为年轻人“第一口酒”，推动茅台品牌年轻化、时尚化。如今，一度受到市场热捧的茅台冰
142,735,172,北京,给你宇宙·余宇涵,余宇涵 天选modelstar,余宇涵超话 余宇涵 天选modelstar 第一百一十四番星 “ 我的骨骼说我爱你 ” TF家族余宇涵yh 余宇涵 第一超核ace
191,610,239,福建,季风号苏打,田曦薇仰头自拍,田曦薇仰头自拍 田曦薇嘻嘻不嘻嘻 我们小田新节目忙忙碌碌寻宝藏启动录制新照片！甜妹和冷女的反差感小田完全掌握了悲伤悲伤悲伤新节目好好玩耍呀，这次也是推理节目，是不是又能看到“铁坦”小田啦鼓掌鼓掌
437,77748,225,,三联生活周刊,高考还能决定人的一生吗,高考还能决定人的一生吗 用古诗词为高考生加油 离2024年高考还有最后10天了，有没有人来聊聊：在现在的大环境下，高考还能决定人的一生吗？ 微博小调查
148,959,34,福建,江小火s,种地吧,种地吧超话种地吧你好种地少年十个勤天 61儿童节快乐ω 我想开了我想开了我想开了
109,891,69,北京,娱情Lab,王鹤棣提问AI熊猫,王鹤棣提问AI熊猫 王鹤棣_Dylan 全新视频来啦！蓝白运动风套装帅气登场，活力四溢！这次他提问AI熊猫，机智问答让你大开眼界！快来围观，还有机会get来自王鹤棣的儿童节彩蛋哦
337,7649,1402,广东,思想聚焦,邓紫棋 夜的尽头,邓紫棋《夜的尽头》 编曲格恢宏大气，以燃动的节奏感配合紧迫有力的鼓点，仿佛让人身临在宇宙星河之中奔跑，其高亢的曲调则体现出了邓紫棋的实力唱功，表达出邓紫棋希望人们在爱中无所畏惧，收获身心双重自由感的创作初心。 《夜的尽头》仿佛是一首寻找光明与希望的旅途之歌。随着旋律的起伏，我们
180,2034,1029,浙江,追剧少女栗子猫,0,墨雨云间是陈乔恩复出后首部作品 谁能懂演甜妹的陈乔恩终于复出而且首演反派，她饰演的季淑燃是姜梨的继母，表面上对她很宠爱 实际上是做给众人看的烟雾弹，真正的她内心黑暗而且构陷姜梨大逆不道甚至不给她解释的机会。 只要把她从宅院中清扫出去… 陈乔恩从甜妹到反派只用一颦一笑就能完美诠释，
10,29,4,,中新经纬,苏州不再审核购房资格,【苏州不再审核购房资格 取消首套房和二套房个人住房贷款利率下限】6月2日，苏州市房地产长效机制试点工作领导小组出台《关于进一步促进我市房地产市场平稳健康发展若干政策措施的通知》，其中提到，全市范围内不再审核购房资格。取消首套房和二套房个人住房贷款利率下限，商业银行可根据客户风险状
108,5536,58,河南,老鬼的瓜田,0,NCT海外粉把卡车开星巴克门口了
163,967,666,四川,莫遇莫寻,朱一龙亮相中国电影导演之夜,朱一龙亮相中国电影导演之夜 朱一龙连续2年提名导协年度男演员 导协年度荣誉提名名单 朱一龙20240601中国电影导演之夜 汇总 朱一龙 （2012编辑） ——现场图—— 番茄拍拍会更乖比耶 心尖朱砂卧槽舔屏我直接开舔 玩儿电影下车，心脏
77,1002,11,江西,超市没有好吃的,0,罗云熙今晚演唱会造型。啊啊啊太仙啦
46,1232,30,湖南,长腿柱,杨紫,杨紫 香蜜之后，内娱正式卷了仙侠原声 长相思之后，古装同期声成为剧宣亮点 这些在杨紫这里 总是先人一步 她对自己的要求严格 杨紫视频bgm用了亚比囧囧囧 剧宣也是杨紫带起来很多宣传模式 比如说综艺举牌 手机壳宣传新剧等等 之前剧集的小剧场 扫楼 角色号等等也都是从杨紫的剧开始的 杨紫是先锋
9,36,3,,新闻晨报,余承东首次直播智驾问界新M7Ultra,余承东首次直播智驾问界新M7Ultra6月2日，华为常务董事、终端BG董事长、智能汽车解决方案BU董事长余承东再次开启直播。直播过程中，余承东为终极小腾、孙少军、幸运车主三位嘉宾展示了问界新M7 Ultra的城区智驾领航辅助功能，并聚焦行业热点话题与产品核心升级点与嘉宾展开深度交流。值得一提的是，
113,1431,98,山西,池萌萌呀,0,明天开始不要给白玉兰眼神 白玉兰现在为了流量在拿王博反炒 如果到白玉兰颁奖前，它还是要拿王一博吸引火力， 一天空降20个热搜的话，大家收集下比较好的文案放到这里，便于大家借鉴，让他们自己玩去吧
172,1087,162,德国,丹可_DanKe,沈星回,沈星回超话 沈星回 六一时光机 童年零食之一起吃超酸的糖在线等 儿童节快乐
77,4568,375,海南,肆意天气,0,文轩超话 所以这个水壶就是碗盆的共同财产，亚轩领了让老公背，嘿嘿偷笑
220,1741,212,湖北,毅川月白,成毅莲花楼,【 李莲花游龙踏雪花絮 】 成毅 这核心力量good 空中姿态太赞了，不仅好看还稳。 绝顶高手就应该是这样。 他可能真的会武功！ 成毅莲花楼 cy 成毅李莲花李相夷 cy 成毅
134,1911,71,北京,WTT世界乒联,WTT重庆冠军赛2024,WTT重庆冠军赛2024 男单半决赛，樊振东40雨果·卡尔德拉诺，赛后采访
569,2855,32,,咪咕体育,朱婷发完球后被换下,朱婷发完球后被换下 朱婷局末替补上场发球，随后被换下。中国女排01落后意大利。 中国女排0比1意大利女排朱婷无缘首发
34,1137,108,广西,全是狗狗啊,0,小金毛散步好开心呀！
288,6583,1686,广东,思想聚焦,那些未上映但很期待的电影,那些未上映但很期待的电影 端午开始，好多电影开始上映，你最期待哪一部？微博电影之夜 1、《狗阵》，彭于晏、佟丽娅 、 贾樟柯 等主演 2、《走走停停》， 胡歌、高圆圆、岳红等主演 3、《来福大酒店》， 黄轩、柳岩、刘洋等主演 4、《扫黑·决不放弃》 ， 肖央、余皑磊、范丞丞等主演 5、
